"id_operation","lib_transaction","credit","debit","id_categorie","lib_categorie","id_sous_categorie","lib_sous_categorie"
913,"CARTE X5952 06/02 CONFORAMA COMMERCE ELECTRONIQUE",,-648.150000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
914,"CARTE X5952 02/02 GOOGLE *CLOUD_0130AA-6 17,43 EUR IRLANDE COMMERCE ELECTRONIQUE",,-17.430000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
915,"CARTE X5952 31/01 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-61.620000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
916,"CARTE X5952 31/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-129.800000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
917,"PRELEVEMENT EUROPEEN 3100903260 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201804T - SIRE T 80237745700014 -AG081000005533387",,-729.870000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
918,"CARTE X5952 30/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-126.310000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
919,"CARTE X5952 REMBT 06/02 CONFORAMA COMMERCE ELECTRONIQUE",199.990000,,,"",,""
920,"CARTE X5952 13/02 HIPAYWALLET.COM COMMERCE ELECTRONIQUE",,-799.600000,43,"MATIERES ET FOURNITURES",126,"Petit équipement UE "
921,"CARTE X5952 30/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-12.590000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
922,"CARTE X5952 22/02 COMPTOIR SEIGNEU",,-156.550000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
923,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    21,70 EUR MONTANT HT  :     7,82 EUR TVA A 20,00%:     1,56 EUR",,-31.080000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
924,"CARTE X5952 30/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-69.440000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
925,"CARTE X5952 31/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-164.900000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
926,"000001 VIR EUROPEEN EMIS MOTIF: salaire fevrier 2019",,-6618.540000,62,"REMUNERATIONS PERSONNEL",178," Salaires bruts"
927,"CARTE X5952 31/01 REDOUTE AUB VAD COMMERCE ELECTRONIQUE",,-36.790000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
928,"CARTE X5952 30/01 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-62.980000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
929,"CARTE X5952 11/02 CONFORAMA COMMERCE ELECTRONIQUE",,-1297.840000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
930,"PRELEVEMENT EUROPEEN 3100903251 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201804T - SIRE T 80237745700014 -AG081000005371452",,-743.690000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
931,"CARTE X5952 31/01 MAISONS DU MONDE",,-2964.010000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
932,"CARTE X5952 13/02 H. T. TRADE SERVICE GM 453,60 EUR ALLEMAGNE COMMERCE ELECTRONIQUE",,-453.600000,43,"MATIERES ET FOURNITURES",126,"Petit équipement UE "
933,"CIONS TENUE DE COMPTE AU 31/01/19 : -CION MOUVEMENT EUR        5,36 AU DELA DU SEUIL JAZZ PRO",,-5.360000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
934,"FRAIS D'ETUDE CTC FRAIS D'ETUDE CTC",,-100.000000,,"",,""
935,"CARTE X5952 05/02 CONFORAMA COMMERCE ELECTRONIQUE",,-1287.180000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
936,"CARTE X5952 31/01 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-61.620000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
937,"CARTE X5952 19/02 BOUTIQUE ORANGE",,-605.880000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
938,"PRELEVEMENT EUROPEEN 4609329316 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    JANV197886 1,78E+13",,-3433.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
939,"PRELEVEMENT EUROPEEN 3100903279 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201804T - SIRE T 80237745700014 -AG081000005841113",,-729.870000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
940,"CARTE X5952 31/01 REDOUTE AUB VAD COMMERCE ELECTRONIQUE",,-36.790000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1053,"CARTE X5952 15/03 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-49.900000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1054,"CARTE X5952 12/03 MOBILIERDESIGN  4704976 COMMERCE ELECTRONIQUE",,-71.400000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1055,"CARTE X5952 20/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-49.900000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1056,"CARTE X5952 REMBT 15/03 CDISCOUNT COMMERCE ELECTRONIQUE",1175.940000,,,"",,""
1057,"PRELEVEMENT EUROPEEN 6012304997 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 MOTIF: Box REF: B2K000188222494X000188222494B2K",,-94.870000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1058,"CARTE X5952 22/03 BABOU",,-5.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1059,"PRELEVEMENT EUROPEEN 6603390749 DE: MAAF ASSURANCES SA ID: FR38ZZZ452025 MOTIF: Cotisation Assurance 193022832 REF: NUM 193022832 /REF 201905185221",,-273.760000,52,"ASSURANCES",138,"Assurance multirisque"
1060,"PRELEVEMENT EUROPEEN 7410725912 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    FEV 197886 1,78E+13",,-3308.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
1061,"CARTE X5952 27/03 DEL ARTE",,-24.560000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1062,"PRELEVEMENT EUROPEEN 7410725921 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698          7886 1,78E+13",,-56.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
1063,"CARTE X5952 19/03 OFFICE DEPOT",,-70.420000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
1064,"CARTE X5952 15/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-137.020000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1065,"CARTE X5952 14/03 CARREFOUR ROSNY",,-146.860000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1066,"CARTE X5952 12/03 HIPAYWALLET.COM COMMERCE ELECTRONIQUE",,-99.950000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1067,"CARTE X5952 12/03 CONFORAMA COMMERCE ELECTRONIQUE",,-324.860000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1068,"CARTE X5952 12/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-179.810000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1069,"CARTE X5952 01/03 AMAZON.FR/PREM COMMERCE ELECTRONIQUE",,-49.000000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1070,"CARTE X5952 15/03 AUCHAN BAGNOLET",,-145.520000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1071,"CARTE X5952 18/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-137.020000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1072,"CARTE X5952 28/02 G7",,-18.200000,,"",,""
1073,"CARTE X5952 12/03 CDISCOUNT COMMERCE ELECTRONIQUE",,-1175.940000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
1074,"CARTE X5952 14/03 MAISONS DU MONDE",,-869.000000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1075,"CARTE X5952 14/03 BRICORAMA",,-216.050000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
1076,"CARTE X5952 12/03 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-115.150000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1077,"CARTE X5952 25/03 CARREF AULNAY",,-55.100000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1078,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    22,15 EUR MONTANT HT  :     8,25 EUR TVA A 20,00%:     1,65 EUR",,-32.050000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1079," 000001 VIR EUROPEEN EMIS MOTIF: SALAIRE Mars 2019",,-7908.590000,62,"REMUNERATIONS PERSONNEL",178," Salaires bruts"
1080,"PRLV EUROPEEN B2B    7813875033 POUR CPTE DE:DGFIP IMPOT ID: FR46ZZZ005002 MOTIF: PASDSN15032019-022019-8023774570001 4",,-188.000000,81,"DETTE FISCALE ET SOCIALE ",217,"Tva"
1081,"PRLV EUROPEEN B2B    6517527326 POUR CPTE DE:DGFIP IMPOT ID: FR46ZZZ005002 MOTIF: PASDSN15022019-012019-8023774570001 4",,-357.000000,81,"DETTE FISCALE ET SOCIALE ",217,"Tva"
1082,"CARTE X5952 REMBT 09/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",9.400000,,,"",,""
1083,"CIONS TENUE DE COMPTE AU 28/02/19 : -CION MOUVEMENT EUR       20,26 AU DELA DU SEUIL JAZZ PRO",,-20.260000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1084,"CARTE X5952 19/03 LEROY MERLIN 196",,-51.050000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1085,"CARTE X5952 25/03 AUCHAN BAGNOLET",,-999.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1086,"CARTE X5952 18/03 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-45.800000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1087,"VIR RECU    8894762675S DE: MONTREAL ASSOCIATES(SYSTEMS)SL MONTREA L ASSOCIATES(SYST) SL MOTIF: BIG APPS REF: SE000033/2",5300.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1088,"CHEQUE     121",,-103.700000,,"",,""
1089,"000001 VIR EUROPEEN EMIS   NET POUR: NATIXIS INTERTITRES REF: 9908879453745 REMISE: commande et rechargement Apetiz MOTIF: commande et rechargement Apetiz",,-706.920000,67,"AUTRES CHARGES PERSONNEL",186,"Titres restaurants"
1090,"CARTE X5952 31/01 REDOUTE AUB VAD COMMERCE ELECTRONIQUE",,-108.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1317,"VIR BUSINESS ET DECISION FRA I0001264838339 BUSINESS ET DECISION",21252.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1318,"VIR AGENCE NALE POUR LA FORM , FC190117 AFPA 24 AFPA SIA.GE SOCIAL",13860.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1322,"VIR IENA CONSULTING IENA",11880.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1323,"VIR H DISPO INFO HD INFO FACTURE FC190064 ADBI FACTURE 022019 NUMERO FC190064",10800.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1324,"VIR SYSTEMA SERVICES 201901",,-7920.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1325,"VIR MAITRE FOURNIER",,-1000.000000,13,"INTERMED ET HONORAIRES",108,"Honoraires juridiques"
1326,"PRLV SEPA SEFIA SEF/T005273743/76538161 F190171300",,-543.040000,6,"LOCATIONS MOBILIERES",18,"Locations Hyundai Tucson"
1328,"VIR SYSTEMA SERVICES 201903",,-7560.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1329,"VIR LAGARDERE TRAVEL RETAIL RH44 2019-05-29:115625443 LAGARDERE TR FRANCE",25410.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1330,"VIR LEXICO RGLT FACT FC190112 DU 3103",7740.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1331,"VIR AMETIX AMETIX FC190124 ADBI 03/19",10260.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1332,"VIR LUXORY 2019 01 ET 02",,-15961.190000,13,"INTERMED ET HONORAIRES",110,"Honoraires  agents sécu-accueil"
1333,"VIR INGENIUM 17",,-7020.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1334,"PRLV SEPA SPB DEB-SPB-876-20190427-000029930693 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,11,"ASSURANCES",27,"Assurance mobiles "
1335,"PRLV SEPA FREE TELECOM FHD 870563458 FREE HAUTDEBIT 870563458",,-39.990000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1336,"FAC.CIC SGT19005200394787 DONT TVA 9,80EUR",,-121.250000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
1337,"PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 310519 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-494.680000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
1338,"ECH PRET CAP+IN 10934 201056 04 TAUX= 1,70000 INT= 340,50",,-12987.810000,30,"CHARGES D'INTERETS",87,"Intérêts emprunt 450 K€ "
1339,"PRLV SEPA SPB DEB-SPB-876-20190427-000029901485 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-13.990000,11,"ASSURANCES",27,"Assurance mobiles "
1340,"VIR STA PORTAGE 201902",,-8610.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1341,"VIR KAO FC00004",,-18000.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1342,"PRLV SEPA BOUYGUES TELECOM PAGP0100K98OSP BOUYGUES TELECOM",,-24.990000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1343,"VIR MUTUELLE MAAF 1T 2019",,-8511.430000,22,"CHARGES SOCIALES PERSONN",56,"Cotisations prévoyance mutelle"
1344,"VIR INSEEC JOHAN 2017-2018",,-779.100000,20,"IMPOTS REMUN AUTRES ORG",49,"Formation continue"
1345,"VIR SIE 9EME EST 120750560DAB496-2019 REMB. EXCEDENT D IS - 20180101-20181231/805321650",62442.000000,,,"",,""
1346,"PRLV SEPA SPB DEB-SPB-876-20190427-000030189128 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,11,"ASSURANCES",27,"Assurance mobiles "
1347,"PRLV SEPA AG2R REUNICA AG029000002999467 RETRAITE - AG2R REUNICA - 201904M - SIRET 80532165000030 -AG0290000029",,-21572.730000,22,"CHARGES SOCIALES PERSONN",54,"Cotisations Réunica"
1348,"VIR NETNEXT-IT FC 12 & 13",,-17400.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1349,"VIR COM CAUTIONS 01/05 DECOMPTE AVALS ET CAUTIONS ARRE",,-25.700000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
1351,"VIR AUDIREVIS CAC",,-4860.000000,13,"INTERMED ET HONORAIRES",225,"Honoraires CAC"
1352,"VIR MONOPRIX 0700075544 /INV/INV-1288 30.11.2018/INV/INV-1345 31.12.2018",26676.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1354,"PRLV SEPA CHATEAUDEAU SAS 105/3444/C609143 CUSTOMER 609143",,-87.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1355,"VIR DEVL HUB PRO SGBDDF1-P-EU2S-003085-0000266898 FC190175",16380.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1356,"PRLV SEPA CIPAV REF00000000000000000000000000030393",,-838.000000,,"",,""
1357,"VIR AYDON 30066-12-19135665010062 ADBI FC 190120",11232.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1358,"VIR TENDEM 19.04",,-207.840000,8,"ENTRETIEN BIENS IMMOBIL",21,"Entretien de biens immobiliers"
1359,"PRLV SEPA TOTAL MS I0000002394407-010032540825382019 /INV/F9E71700/0087263392 //20190517-SAGR3",,-235.220000,3,"MATIERES ET FOURNITURES",6,"Carburant"
1360,"PRLV SEPA DGFIP 220750560700072535348 TVA-052019-3310CA3",,-67802.000000,41,"DETTE FISCALE ET SOCIALE ",113,"Tva"
1361,"VIR NOVA TECHNOLOGY FC190074/FC190090 VIRT NOVA TECHNOLOGY",9135.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1362,"VIR SAS KARMA PARTNERS 0319 F0319 NO FC19012816,5 J A 480 : 7920 HT 9504 TTC",9504.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1363,"VIR MBA INSTITUTE ECOLE SONIA B",,-440.740000,20,"IMPOTS REMUN AUTRES ORG",49,"Formation continue"
1365,"VIR KAO ",,-2400.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1366,"VIR SYSTEMA SERVICES 201902",,-7200.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1367,"VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 31/05/2019-0013",20502.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1368,"VIR NOUV'HORIZON 2018-12",,-6480.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1369,"PRLV SEPA CUBE CUBE FT12783-1 FACTURE FT12783 - PERIODE 201904",,-282.700000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1370,"VIR FRAIS AVOCAT TELMAT",,-1200.000000,13,"INTERMED ET HONORAIRES",108,"Honoraires juridiques"
1372,"VIR SIE 9EME EST 120750560DAB497-2019 REMB. CREANCES IS - FAM/2018/805321650",11585.000000,,,"",,""
1373,"VIR SAINT GOBAIN DSI GROUPE 0270022207 /INV/FC190083 28.2.2019",12480.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1374,"VIR KORBEN 0121000639 /INV/ FC190167/INV/ FC190168",24900.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1375,"VIR SAINT GOBAIN DSI GROUPE 0270022292 /INV/FC190126 31.3.2019",10920.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1377,"VIR NOVA TECHNOLOGY FC190029 VIRT NOVA TECHNOLOGY",840.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1381,"VIR SAVINA",,-780.000000,13,"INTERMED ET HONORAIRES",108,"Honoraires juridiques"
1382,"VIR FNAC PRO",,-2858.020000,,"",,""
1383,"VIR KORBEN 0121000585 /INV/ FC190063",11400.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1384,"VIR BIG APPS 032019127895701230000001 REGLEMENT DE PRESTATION MARS 2019",7020.000000,,,"",,""
1385,"VIR NOUV'HORIZON 2018-10",,-7128.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1387,"VIR AUBAY SCT180279 FC190130",6583.200000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1388,"PRLV SEPA TOTAL MS I0000002196944-010032539272392019 /INV/F9C50837/0087263392 //20190506-SAGR3",,-173.880000,3,"MATIERES ET FOURNITURES",6,"Carburant"
1389,"REM CHQ REF10290A04",648.000000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
1390,"VIR COGESTRA LOYER BAGNOLET",,-24633.000000,5,"LOCATIONS IMMOBILIERES",111,"	Locations immobilières Porte de Bagnolet"
1391,"VIR SMARTPOINT 02 & 03/19",,-21888.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1392,"VIR MONOPRIX 0700082595 /INV/FC190107 31.3.2019",14022.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1393,"PRLV SEPA DGFIP 220750560700071451577 CVAE-052019-1329DEF",,-13676.000000,,"",,""
1394,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03717-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910188372/03717/D.EMISSION:2019-0",,-361.560000,26,"AUTRES CHARGES PERSONNEL",79,"Titres restaurants"
1395,"CHEQUE 2164719",,-718.000000,22,"CHARGES SOCIALES PERSONN",55,"Cotisations Urssaf"
1396,"PRLV SEPA DGFIP 3207505603C81GE4J6CEKF3QIK0XWA3Q26 PASDSN15052019-042019-80532165000030",,-8536.000000,,"",,""
1397,"RELEVE CARTE 22124388",,-4174.030000,,"",,""
1398,"PRLV SEPA BOUYGUES TELECOM PAGP0100K9OHXP BOUYGUES TELECOM",,-466.550000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1399,"CHEQUE 2164721",,-17760.530000,23,"REMUNERATIONS PERSONNEL",,""
1400,"CHEQUE 2164720",,-6646.000000,22,"CHARGES SOCIALES PERSONN",55,"Cotisations Urssaf"
1401,"PRLV SEPA URSSAF ILE-DE-FRANCE BQE211719135072005RCUR000044090 UR 117000001549472650 AVR 19788617793000160519",,-74932.000000,22,"CHARGES SOCIALES PERSONN",55,"Cotisations Urssaf"
1402,"PRLV SEPA ENGIE 780001597677 Z 300001929622-930000990572",,-120.600000,3,"MATIERES ET FOURNITURES",4,"Electricité "
1404,"REM CHQ REF10290A04",23400.000000,,35,"VENTES PRESTATIONS SERV",97,"Prestations services formation"
1405,"VIR STA PORTAGE 201903",,-10332.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1406,"VIR AMETIX AMETIX FC190131 ADBI 03/19",9102.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1407,"VIR LAFOURCHETTE SAS 375550664 FC190174",12996.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1408,"VIR SOPRA STERIA GROUP 010PAD352206 FC190079-FC190079-FC190076-FC190036-FC190080-FC190077-FC190034-FC19010",167757.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1409,"VIR PREVOYANCE MAAF 1T 2019",,-6680.680000,22,"CHARGES SOCIALES PERSONN",56,"Cotisations prévoyance mutelle"
1410,"VIR CARREFOUR BANQUE 2000002896 /INV/FC190163 30.4.2019",9900.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1411,"VIR KEYRUS SA FV00005828 FC190099",10332.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1412,"PRLV SEPA GOOGLE IRELAND LIMITE GG101TDB91 APPS COMMERCE:ADBI.FR:GG101TDB91",,-349.620000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
1413,"VIR COGESTRA LOYER BAGNOLET",,-14130.000000,5,"LOCATIONS IMMOBILIERES",111,"	Locations immobilières Porte de Bagnolet"
1414,"VIR ADAMI 1905158733",12600.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1415,"VIR BIG APPS 032019127895711860000001 SOUS-LOCATION BAGNOLET MARS-2019",2052.750000,,,"",,""
1417,"VIR S.A.R.L. SOLUTION BI FRA ADBI FC190097",10080.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1418,"VIR APAVE AV190002 INV-1319",10890.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1419,"VIR ATHAIS CONSULTING SARL FACTURE FC190049",4512.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1421,"VOTRE REMISE VIREMENT DU 290519 VIREMENTS SALAIRES",,-132603.960000,23,"REMUNERATIONS PERSONNEL",,""
1422,"VIR NOUV'HORIZON 2018-11",,-4860.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1424,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03715-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910184611/03715/D.EMISSION:2019-0",,-8906.880000,26,"AUTRES CHARGES PERSONNEL",79,"Titres restaurants"
1425,"CHEQUE 2164718",,-2211.150000,23,"REMUNERATIONS PERSONNEL",,""
1427,"PRLV SEPA CREDIPAR 101G8837265 101G8837265 32 050519 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-341.640000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
1428,"RELEVE CARTE 23697515",,-671.740000,,"",,""
1429,"PRLV SEPA EXPERTISE COMPTABLE A PK9149384TBJEL03 ECAI",,-8022.000000,13,"INTERMED ET HONORAIRES",107,"Honoraires comptables"
1463,"CARTE X5952 27/04 Action 4051",,-24.120000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
1464,"CARTE X5952 09/04 OVH COMMERCE ELECTRONIQUE",,-86.260000,,"",,""
1465,"CIONS TENUE DE COMPTE AU 31/03/19 : -CION MOUVEMENT EUR        4,68 AU DELA DU SEUIL JAZZ PRO",,-4.680000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1466,"CARTE X5952 13/04 JetBrains 199,00 EUR REPUBLIQUE TCHEQ COMMERCE ELECTRONIQUE",,-199.000000,,"",,""
1467,"VIR RECU    0583527259S DE: SOGECAP MOTIF: PROMO PREV 0204199599 REF: PROMO PREV 0204199599 ID: SSI",12.110000,,,"",,""
1468,"CARTE X5952 15/04 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-21.980000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1469,"PRELEVEMENT EUROPEEN 2402889810 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201901T - SIRE T 80237745700014 -AG081000006479498",,-1245.730000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
1470,"CARTE X5952 08/04 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-76.300000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1471,"PRELEVEMENT EUROPEEN 2402889792 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201901T - SIRE T 80237745700014 -AG081000006008997",,-1045.900000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
1472," VIR EUROPEEN EMIS MOTIF: SALAIRE Avril 2019",,-9887.750000,62,"REMUNERATIONS PERSONNEL",178," Salaires bruts"
1473,"CARTE X5952 13/04 BOUTIQUE ORANGE",,-449.900000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1474,"000001 VIR EUROPEEN EMIS   NET POUR: BTP INNOVATION REF: 9909481367677 REMISE: TARVAUX DE RENOVATION DES BUREAUX MOTIF: TARVAUX DE RENOVATION DES BUREAUX",,-6996.000000,,"",,""
1475,"CARTE X5952 01/04 SARL KPC",,-21.000000,,"",,""
1476,"CARTE X5952 20/04 CARREF AULNAY",,-23.680000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1477,"VIR RECU    1087027120S DE: MONTREAL ASSOCIATES(SYSTEMS)SL MONTREA L ASSOCIATES(SYST) SL MOTIF: BIG APPS REF: SE000040/6",11130.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
